Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
,Afghanistan,13-12-20 05:27,48229,1956,38200,8073
,Albania,13-12-20 05:27,47742,989,24520,22233
,Algeria,13-12-20 05:27,91638,2584,60028,29026
,Andorra,13-12-20 05:27,7288,78,6629,581
,Angola,13-12-20 05:27,16161,366,8841,6954
,Antigua and Barbuda,13-12-20 05:27,148,4,138,6
,Argentina,13-12-20 05:27,1494602,40668,1330160,123774
,Armenia,13-12-20 05:27,147312,2462,124521,20329
Australian Capital Territory,Australia,13-12-20 05:27,117,3,114,0
New South Wales,Australia,13-12-20 05:27,4642,53,3191,1398
Northern Territory,Australia,13-12-20 05:27,62,0,52,10
Queensland,Australia,13-12-20 05:27,1226,6,1202,18
South Australia,Australia,13-12-20 05:27,562,4,558,0
Tasmania,Australia,13-12-20 05:27,234,13,217,4
Victoria,Australia,13-12-20 05:27,20351,820,19525,6
Western Australia,Australia,13-12-20 05:27,836,9,816,11
,Austria,13-12-20 05:27,319822,4415,277883,37524
,Azerbaijan,13-12-20 05:27,171423,1883,107635,61905
,Bahamas,13-12-20 05:27,7648,163,6043,1442
,Bahrain,13-12-20 05:27,88965,348,87025,1592
,Bangladesh,13-12-20 05:27,489178,7020,417503,64655
,Barbados,13-12-20 05:27,292,7,269,16
,Belarus,13-12-20 05:27,158334,1254,135922,21158
Antwerp,Belgium,13-12-20 05:27,71827,0,0,71827
Brussels,Belgium,13-12-20 05:27,78384,0,0,78384
East Flanders,Belgium,13-12-20 05:27,58025,0,0,58025
Flemish Brabant,Belgium,13-12-20 05:27,46136,0,0,46136
Hainaut,Belgium,13-12-20 05:27,96715,0,0,96715
Liege,Belgium,13-12-20 05:27,93672,0,0,93672
Limburg,Belgium,13-12-20 05:27,26003,0,0,26003
Luxembourg,Belgium,13-12-20 05:27,17211,0,0,17211
Namur,Belgium,13-12-20 05:27,33442,0,0,33442
Unknown,Belgium,13-12-20 05:27,9935,17792,0,-7857
Walloon Brabant,Belgium,13-12-20 05:27,23902,0,0,23902
West Flanders,Belgium,13-12-20 05:27,47907,0,0,47907
,Belize,13-12-20 05:27,9173,192,4279,4702
,Benin,13-12-20 05:27,3090,44,2972,74
,Bhutan,13-12-20 05:27,437,0,400,37
,Bolivia,13-12-20 05:27,147030,9014,126092,11924
,Bosnia and Herzegovina,13-12-20 05:27,100306,3298,65289,31719
,Botswana,13-12-20 05:27,12501,37,9940,2524
Acre,Brazil,13-12-20 05:27,38363,749,32536,5078
Alagoas,Brazil,13-12-20 05:27,98177,2372,93519,2286
Amapa,Brazil,13-12-20 05:27,63042,849,48386,13807
Amazonas,Brazil,13-12-20 05:27,186274,4998,158846,22430
Bahia,Brazil,13-12-20 05:27,443465,8589,419448,15428
Ceara,Brazil,13-12-20 05:27,314674,9774,257263,47637
Distrito Federal,Brazil,13-12-20 05:27,238634,4059,226300,8275
Espirito Santo,Brazil,13-12-20 05:27,211992,4559,193721,13712
Goias,Brazil,13-12-20 05:27,292689,6534,281538,4617
Maranhao,Brazil,13-12-20 05:27,197006,4375,187984,4647
Mato Grosso,Brazil,13-12-20 05:27,165871,4194,157600,4077
Mato Grosso do Sul,Brazil,13-12-20 05:27,112876,1913,95302,15661
Minas Gerais,Brazil,13-12-20 05:27,464545,10645,416183,37717
Para,Brazil,13-12-20 05:27,279600,6989,260763,11848
Paraiba,Brazil,13-12-20 05:27,153556,3430,119971,30155
Parana,Brazil,13-12-20 05:27,327299,6760,227791,92748
Pernambuco,Brazil,13-12-20 05:27,198426,9271,171535,17620
Piaui,Brazil,13-12-20 05:27,134429,2720,131274,435
Rio Grande do Norte,Brazil,13-12-20 05:27,102846,2790,48821,51235
Rio Grande do Sul,Brazil,13-12-20 05:27,372699,7578,341444,23677
Rio de Janeiro,Brazil,13-12-20 05:27,388431,23718,353207,11506
Rondonia,Brazil,13-12-20 05:27,85410,1638,74621,9151
Roraima,Brazil,13-12-20 05:27,66221,755,61934,3532
Santa Catarina,Brazil,13-12-20 05:27,426095,4334,388872,32889
Sao Paulo,Brazil,13-12-20 05:27,1333763,43971,1166823,122969
Sergipe,Brazil,13-12-20 05:27,98472,2361,86601,9510
Tocantins,Brazil,13-12-20 05:27,85272,1198,76004,8070
,Brunei,13-12-20 05:27,152,3,147,2
,Bulgaria,13-12-20 05:27,178952,5626,81757,91569
,Burkina Faso,13-12-20 05:27,3894,71,2858,965
,Burma,13-12-20 05:27,107215,2245,85406,19564
,Burundi,13-12-20 05:27,728,1,640,87
,Cabo Verde,13-12-20 05:27,11302,110,10922,270
,Cambodia,13-12-20 05:27,359,0,307,52
,Cameroon,13-12-20 05:27,25143,443,23851,849
Alberta,Canada,13-12-20 05:27,78382,697,57613,20072
British Columbia,Canada,13-12-20 05:27,40797,598,29598,10601
Diamond Princess,Canada,13-12-20 05:27,0,1,0,
Grand Princess,Canada,13-12-20 05:27,13,0,13,0
Manitoba,Canada,13-12-20 05:27,20750,483,14637,5630
New Brunswick,Canada,13-12-20 05:27,555,8,475,72
Newfoundland and Labrador,Canada,13-12-20 05:27,358,4,331,23
Northwest Territories,Canada,13-12-20 05:27,20,0,15,5
Nova Scotia,Canada,13-12-20 05:27,1409,65,1283,61
Nunavut,Canada,13-12-20 05:27,247,0,197,50
Ontario,Canada,13-12-20 05:27,142171,3949,123761,14461
Prince Edward Island,Canada,13-12-20 05:27,84,0,72,12
Quebec,Canada,13-12-20 05:27,161921,7475,138270,16176
Repatriated Travellers,Canada,13-12-20 05:27,13,0,13,0
Saskatchewan,Canada,13-12-20 05:27,11749,86,7566,4097
Yukon,Canada,13-12-20 05:27,58,1,54,3
,Central African Republic,13-12-20 05:27,4936,63,1924,2949
,Chad,13-12-20 05:27,1751,102,1603,46
Antofagasta,Chile,13-12-20 05:27,22526,571,21727,228
Araucania,Chile,13-12-20 05:27,19518,260,18300,958
Arica y Parinacota,Chile,13-12-20 05:27,10404,214,10057,133
Atacama,Chile,13-12-20 05:27,8261,108,8098,55
Aysen,Chile,13-12-20 05:27,1327,15,1274,38
Biobio,Chile,13-12-20 05:27,40373,669,37445,2259
Coquimbo,Chile,13-12-20 05:27,13464,277,13004,183
Los Lagos,Chile,13-12-20 05:27,22346,226,21184,936
Los Rios,Chile,13-12-20 05:27,7087,66,6476,545
Magallanes,Chile,13-12-20 05:27,15388,215,14649,524
Maule,Chile,13-12-20 05:27,22055,512,20891,652
Metropolitana,Chile,13-12-20 05:27,309491,10517,296146,2828
Nuble,Chile,13-12-20 05:27,9422,189,8868,365
OHiggins,Chile,13-12-20 05:27,20416,562,19533,321
Tarapaca,Chile,13-12-20 05:27,14238,263,13750,225
Unknown,Chile,13-12-20 05:27,45,1,45,
Valparaiso,Chile,13-12-20 05:27,33420,1181,31639,600
Anhui,China,13-12-20 05:27,992,6,986,0
Beijing,China,13-12-20 05:27,954,9,940,5
Chongqing,China,13-12-20 05:27,590,6,583,1
Fujian,China,13-12-20 05:27,502,1,460,41
Gansu,China,13-12-20 05:27,182,2,180,0
Guangdong,China,13-12-20 05:27,2016,8,1972,36
Guangxi,China,13-12-20 05:27,264,2,261,1
Guizhou,China,13-12-20 05:27,147,2,145,0
Hainan,China,13-12-20 05:27,171,6,165,0
Hebei,China,13-12-20 05:27,373,6,367,0
Heilongjiang,China,13-12-20 05:27,956,13,936,7
Henan,China,13-12-20 05:27,1295,22,1266,7
Hong Kong,China,13-12-20 05:27,7446,115,6114,1217
Hubei,China,13-12-20 05:27,68149,4512,63636,1
Hunan,China,13-12-20 05:27,1020,4,1016,0
Inner Mongolia,China,13-12-20 05:27,337,1,313,23
Jiangsu,China,13-12-20 05:27,684,0,675,9
Jiangxi,China,13-12-20 05:27,935,1,934,0
Jilin,China,13-12-20 05:27,157,2,155,0
Liaoning,China,13-12-20 05:27,289,2,287,0
Macau,China,13-12-20 05:27,46,0,46,0
Ningxia,China,13-12-20 05:27,75,0,75,0
Qinghai,China,13-12-20 05:27,18,0,18,0
Shaanxi,China,13-12-20 05:27,502,3,481,18
Shandong,China,13-12-20 05:27,858,7,841,10
Shanghai,China,13-12-20 05:27,1405,7,1309,89
Shanxi,China,13-12-20 05:27,222,0,218,4
Sichuan,China,13-12-20 05:27,829,3,792,34
Tianjin,China,13-12-20 05:27,302,3,295,4
Tibet,China,13-12-20 05:27,1,0,1,0
Xinjiang,China,13-12-20 05:27,980,3,977,0
Yunnan,China,13-12-20 05:27,224,2,210,12
Zhejiang,China,13-12-20 05:27,1296,1,1290,5
Amazonas,Colombia,13-12-20 05:27,3174,123,3033,18
Antioquia,Colombia,13-12-20 05:27,228441,4318,213115,11008
Arauca,Colombia,13-12-20 05:27,4340,125,4042,173
Atlantico,Colombia,13-12-20 05:27,82113,3262,76967,1884
Bolivar,Colombia,13-12-20 05:27,42717,970,40277,1470
Boyaca,Colombia,13-12-20 05:27,24128,526,22111,1491
Caldas,Colombia,13-12-20 05:27,27853,535,25594,1724
Capital District,Colombia,13-12-20 05:27,403145,8880,371802,22463
Caqueta,Colombia,13-12-20 05:27,13880,494,12664,722
Casanare,Colombia,13-12-20 05:27,7695,158,7192,345
Cauca,Colombia,13-12-20 05:27,16655,463,15167,1025
Cesar,Colombia,13-12-20 05:27,31025,939,28544,1542
Choco,Colombia,13-12-20 05:27,4614,166,4344,104
Cordoba,Colombia,13-12-20 05:27,28743,1659,26096,988
Cundinamarca,Colombia,13-12-20 05:27,56837,1502,52770,2565
Guainia,Colombia,13-12-20 05:27,1217,19,1190,8
Guaviare,Colombia,13-12-20 05:27,1882,34,1837,11
Huila,Colombia,13-12-20 05:27,31705,1026,29909,770
La Guajira,Colombia,13-12-20 05:27,12787,503,11842,442
Magdalena,Colombia,13-12-20 05:27,21733,995,19909,829
Meta,Colombia,13-12-20 05:27,30008,667,28539,802
Narino,Colombia,13-12-20 05:27,27050,885,24791,1374
Norte de Santander,Colombia,13-12-20 05:27,32898,1565,29546,1787
Putumayo,Colombia,13-12-20 05:27,5250,232,4726,292
Quindio,Colombia,13-12-20 05:27,19347,523,17718,1106
Risaralda,Colombia,13-12-20 05:27,26168,629,23893,1646
San Andres y Providencia,Colombia,13-12-20 05:27,2345,36,2244,65
Santander,Colombia,13-12-20 05:27,57940,2130,52404,3406
Sucre,Colombia,13-12-20 05:27,16873,664,15768,441
Tolima,Colombia,13-12-20 05:27,33583,1024,31157,1402
Unknown,Colombia,13-12-20 05:27,0,0,0,0
Valle del Cauca,Colombia,13-12-20 05:27,118737,3790,109095,5852
Vaupes,Colombia,13-12-20 05:27,1124,12,1106,6
Vichada,Colombia,13-12-20 05:27,1065,12,1033,20
,Comoros,13-12-20 05:27,628,7,606,15
,Congo (Brazzaville),13-12-20 05:27,6049,99,4988,962
,Congo (Kinshasa),13-12-20 05:27,14342,352,12465,1525
,Costa Rica,13-12-20 05:27,150947,1895,112622,36430
,Cote d'Ivoire,13-12-20 05:27,21639,133,21261,245
,Croatia,13-12-20 05:27,172523,2562,144691,25270
,Cuba,13-12-20 05:27,9354,137,8371,846
,Cyprus,13-12-20 05:27,14476,75,2057,12344
,Czechia,13-12-20 05:27,575422,9450,503017,62955
Faroe Islands,Denmark,13-12-20 05:27,525,0,506,19
Greenland,Denmark,13-12-20 05:27,19,0,18,1
,Denmark,13-12-20 05:27,107116,935,78236,27945
,Diamond Princess,13-12-20 05:27,712,13,699,0
,Djibouti,13-12-20 05:27,5725,61,5612,52
,Dominica,13-12-20 05:27,87,0,76,11
,Dominican Republic,13-12-20 05:27,153585,2360,119616,31609
,Ecuador,13-12-20 05:27,201524,13874,174188,13462
,Egypt,13-12-20 05:27,121089,6898,104710,9481
,El Salvador,13-12-20 05:27,41394,1193,37667,2534
,Equatorial Guinea,13-12-20 05:27,5185,85,5058,42
,Eritrea,13-12-20 05:27,711,0,564,147
,Estonia,13-12-20 05:27,17713,148,10626,6939
,Eswatini,13-12-20 05:27,6714,127,6331,256
,Ethiopia,13-12-20 05:27,116297,1803,92449,22045
,Fiji,13-12-20 05:27,44,2,35,7
,Finland,13-12-20 05:27,30450,453,20000,9997
French Guiana,France,13-12-20 05:27,11800,71,9995,1734
French Polynesia,France,13-12-20 05:27,15618,91,4842,10685
Guadeloupe,France,13-12-20 05:27,8472,151,2242,6079
Martinique,France,13-12-20 05:27,5575,42,98,5435
Mayotte,France,13-12-20 05:27,5551,52,2964,2535
New Caledonia,France,13-12-20 05:27,36,0,32,4
Reunion,France,13-12-20 05:27,8431,41,8037,353
Saint Barthelemy,France,13-12-20 05:27,162,1,127,34
Saint Pierre and Miquelon,France,13-12-20 05:27,14,0,14,0
St Martin,France,13-12-20 05:27,801,12,675,114
,France,13-12-20 05:27,2348795,57210,152555,2138907
,Gabon,13-12-20 05:27,9330,63,9182,85
,Gambia,13-12-20 05:27,3779,123,3645,11
,Georgia,13-12-20 05:27,187006,1744,154241,31021
Baden-Wurttemberg,Germany,13-12-20 05:27,186044,3400,134003,48641
Bayern,Germany,13-12-20 05:27,256903,4848,191165,60890
Berlin,Germany,13-12-20 05:27,78250,813,58198,19239
Brandenburg,Germany,13-12-20 05:27,28302,559,19900,7843
Bremen,Germany,13-12-20 05:27,11663,154,9713,1796
Hamburg,Germany,13-12-20 05:27,29139,478,21592,7069
Hessen,Germany,13-12-20 05:27,107361,1749,77837,27775
Mecklenburg-Vorpommern,Germany,13-12-20 05:27,8071,96,5845,2130
Niedersachsen,Germany,13-12-20 05:27,84771,1419,70244,13108
Nordrhein-Westfalen,Germany,13-12-20 05:27,314937,4455,242720,67762
Rheinland-Pfalz,Germany,13-12-20 05:27,55536,846,37378,17312
Saarland,Germany,13-12-20 05:27,16024,336,12776,2912
Sachsen,Germany,13-12-20 05:27,84245,1652,52000,30593
Sachsen-Anhalt,Germany,13-12-20 05:27,18179,271,11728,6180
Schleswig-Holstein,Germany,13-12-20 05:27,17960,291,13761,3908
Thuringen,Germany,13-12-20 05:27,25672,533,17071,8068
Unknown,Germany,13-12-20 05:27,13044,0,0,13044
,Ghana,13-12-20 05:27,52933,327,51676,930
,Greece,13-12-20 05:27,123842,3540,23074,97228
,Grenada,13-12-20 05:27,43,0,41,2
,Guatemala,13-12-20 05:27,129099,4405,117615,7079
,Guinea,13-12-20 05:27,13420,79,12657,684
,Guinea-Bissau,13-12-20 05:27,2444,44,2337,63
,Guyana,13-12-20 05:27,5879,154,5044,681
,Haiti,13-12-20 05:27,9491,233,8241,1017
,Holy See,13-12-20 05:27,27,0,15,12
,Honduras,13-12-20 05:27,114043,2974,51410,59659
,Hungary,13-12-20 05:27,276247,6784,79769,189694
,Iceland,13-12-20 05:27,5552,28,5346,178
Andaman and Nicobar Islands,India,13-12-20 05:27,4805,61,4665,79
Andhra Pradesh,India,13-12-20 05:27,875025,7052,862895,5078
Arunachal Pradesh,India,13-12-20 05:27,16509,55,16185,269
Assam,India,13-12-20 05:27,214584,1000,210057,3527
Bihar,India,13-12-20 05:27,241776,1317,234958,5501
Chandigarh,India,13-12-20 05:27,18572,300,17457,815
Chhattisgarh,India,13-12-20 05:27,255761,3084,234037,18640
Dadra and Nagar Haveli and Daman and Diu,India,13-12-20 05:27,3356,2,3337,17
Delhi,India,13-12-20 05:27,605470,9981,578116,17373
Goa,India,13-12-20 05:27,49305,705,47489,1111
Gujarat,India,13-12-20 05:27,226508,4160,208867,13481
Haryana,India,13-12-20 05:27,251402,2710,238374,10318
Himachal Pradesh,India,13-12-20 05:27,48951,803,40573,7575
Jammu and Kashmir,India,13-12-20 05:27,115626,1793,109002,4831
Jharkhand,India,13-12-20 05:27,111366,995,108761,1610
Karnataka,India,13-12-20 05:27,900214,11939,870002,18273
Kerala,India,13-12-20 05:27,664632,2594,601861,60177
Ladakh,India,13-12-20 05:27,9138,123,8252,763
Lakshadweep,India,13-12-20 05:27,0,0,0,0
Madhya Pradesh,India,13-12-20 05:27,222397,3391,206059,12947
Maharashtra,India,13-12-20 05:27,1876699,48139,1753922,74638
Manipur,India,13-12-20 05:27,27036,322,23657,3057
Meghalaya,India,13-12-20 05:27,12743,125,11977,641
Mizoram,India,13-12-20 05:27,4035,7,3836,192
Nagaland,India,13-12-20 05:27,11676,68,10998,610
Odisha,India,13-12-20 05:27,323364,1802,318683,2879
Puducherry,India,13-12-20 05:27,37444,619,36479,346
Punjab,India,13-12-20 05:27,159579,5057,147431,7091
Rajasthan,India,13-12-20 05:27,289999,2528,270650,16821
Sikkim,India,13-12-20 05:27,5316,118,4834,364
Tamil Nadu,India,13-12-20 05:27,797693,11883,775602,10208
Telangana,India,13-12-20 05:27,277724,1493,268601,7630
Tripura,India,13-12-20 05:27,33038,376,32310,352
Unknown,India,13-12-20 05:27,0,0,0,0
Uttar Pradesh,India,13-12-20 05:27,564132,8056,535985,20091
Uttarakhand,India,13-12-20 05:27,81939,1351,74381,6207
West Bengal,India,13-12-20 05:27,519215,9010,487171,23034
,Indonesia,13-12-20 05:27,611631,18653,501376,91602
,Iran,13-12-20 05:27,1100818,51949,800853,248016
,Iraq,13-12-20 05:27,573622,12565,505669,55388
,Ireland,13-12-20 05:27,75756,2123,23364,50269
,Israel,13-12-20 05:27,355786,2983,335243,17560
Abruzzo,Italy,13-12-20 05:27,31740,1029,15567,15144
Basilicata,Italy,13-12-20 05:27,9375,196,2917,6262
Calabria,Italy,13-12-20 05:27,19568,384,9835,9349
Campania,Italy,13-12-20 05:27,172746,2275,76382,94089
Emilia-Romagna,Italy,13-12-20 05:27,142816,6529,72315,63972
Friuli Venezia Giulia,Italy,13-12-20 05:27,39516,1215,23946,14355
Lazio,Italy,13-12-20 05:27,138337,2911,48108,87318
Liguria,Italy,13-12-20 05:27,55287,2649,44169,8469
Lombardia,Italy,13-12-20 05:27,441327,23666,332595,85066
Marche,Italy,13-12-20 05:27,34317,1390,20324,12603
Molise,Italy,13-12-20 05:27,5562,160,2858,2544
P.A. Bolzano,Italy,13-12-20 05:27,26533,634,15277,10622
P.A. Trento,Italy,13-12-20 05:27,18198,765,14997,2436
Piemonte,Italy,13-12-20 05:27,184527,7052,119614,57861
Puglia,Italy,13-12-20 05:27,71797,1911,18650,51236
Sardegna,Italy,13-12-20 05:27,25645,570,10085,14990
Sicilia,Italy,13-12-20 05:27,77382,1946,39675,35761
Toscana,Italy,13-12-20 05:27,111671,3117,89462,19092
Umbria,Italy,13-12-20 05:27,26045,517,20644,4884
Valle d'Aosta,Italy,13-12-20 05:27,6837,351,5823,663
Veneto,Italy,13-12-20 05:27,186549,4769,93648,88132
,Jamaica,13-12-20 05:27,11608,271,7799,3538
Aichi,Japan,13-12-20 05:27,12538,127,9922,2489
Akita,Japan,13-12-20 05:27,94,1,89,4
Aomori,Japan,13-12-20 05:27,371,6,293,72
Chiba,Japan,13-12-20 05:27,8082,96,6988,998
Ehime,Japan,13-12-20 05:27,358,8,281,69
Fukui,Japan,13-12-20 05:27,331,11,305,15
Fukuoka,Japan,13-12-20 05:27,6547,108,5748,691
Fukushima,Japan,13-12-20 05:27,611,9,493,109
Gifu,Japan,13-12-20 05:27,1461,21,1105,335
Gunma,Japan,13-12-20 05:27,1612,24,1242,346
Hiroshima,Japan,13-12-20 05:27,1541,7,878,656
Hokkaido,Japan,13-12-20 05:27,11160,295,8239,2626
Hyogo,Japan,13-12-20 05:27,7245,103,6072,1070
Ibaraki,Japan,13-12-20 05:27,1973,27,1580,366
Ishikawa,Japan,13-12-20 05:27,907,51,807,49
Iwate,Japan,13-12-20 05:27,295,8,173,114
Kagawa,Japan,13-12-20 05:27,200,3,141,56
Kagoshima,Japan,13-12-20 05:27,813,15,621,177
Kanagawa,Japan,13-12-20 05:27,14850,219,12843,1788
Kochi,Japan,13-12-20 05:27,339,4,180,155
Kumamoto,Japan,13-12-20 05:27,1227,14,1020,193
Kyoto,Japan,13-12-20 05:27,3208,40,2644,524
Mie,Japan,13-12-20 05:27,1041,11,834,196
Miyagi,Japan,13-12-20 05:27,1499,11,1197,291
Miyazaki,Japan,13-12-20 05:27,590,4,497,89
Nagano,Japan,13-12-20 05:27,940,6,743,191
Nagasaki,Japan,13-12-20 05:27,308,3,265,40
Nara,Japan,13-12-20 05:27,1444,13,1183,248
Niigata,Japan,13-12-20 05:27,390,2,306,82
Oita,Japan,13-12-20 05:27,508,3,319,186
Okayama,Japan,13-12-20 05:27,769,11,562,196
Okinawa,Japan,13-12-20 05:27,4790,78,4284,428
Osaka,Japan,13-12-20 05:27,24622,355,19524,4743
Port Quarantine,Japan,13-12-20 05:27,1671,1,1522,148
Saga,Japan,13-12-20 05:27,376,3,315,58
Saitama,Japan,13-12-20 05:27,10311,167,8208,1936
Shiga,Japan,13-12-20 05:27,857,11,776,70
Shimane,Japan,13-12-20 05:27,166,0,154,12
Shizuoka,Japan,13-12-20 05:27,2148,19,1428,701
Tochigi,Japan,13-12-20 05:27,860,3,627,230
Tokushima,Japan,13-12-20 05:27,187,10,173,4
Tokyo,Japan,13-12-20 05:27,46794,510,40970,5314
Tottori,Japan,13-12-20 05:27,67,0,57,10
Toyama,Japan,13-12-20 05:27,474,26,430,18
Unknown,Japan,13-12-20 05:27,8,0,8,0
Wakayama,Japan,13-12-20 05:27,551,7,457,87
Yamagata,Japan,13-12-20 05:27,253,1,145,107
Yamaguchi,Japan,13-12-20 05:27,434,2,372,60
Yamanashi,Japan,13-12-20 05:27,451,8,348,95
,Jordan,13-12-20 05:27,257275,3335,213344,40596
,Kazakhstan,13-12-20 05:27,185513,2552,156848,26113
,Kenya,13-12-20 05:27,91526,1586,72596,17344
,"Korea, South",13-12-20 05:27,42766,580,31814,10372
,Kosovo,13-12-20 05:27,46118,1186,33064,11868
,Kuwait,13-12-20 05:27,146044,911,141825,3308
,Kyrgyzstan,13-12-20 05:27,77059,1307,69794,5958
,Laos,13-12-20 05:27,41,0,33,8
,Latvia,13-12-20 05:27,25046,324,1866,22856
,Lebanon,13-12-20 05:27,145245,1190,98584,45471
,Lesotho,13-12-20 05:27,2250,44,1319,887
,Liberia,13-12-20 05:27,1676,83,1358,235
,Libya,13-12-20 05:27,89880,1278,59839,28763
,Liechtenstein,13-12-20 05:27,1482,20,1296,166
,Lithuania,13-12-20 05:27,90252,791,38768,50693
,Luxembourg,13-12-20 05:27,40755,392,31678,8685
,MS Zaandam,13-12-20 05:27,9,2,7,0
,Madagascar,13-12-20 05:27,17587,259,16992,336
,Malawi,13-12-20 05:27,6063,186,5491,386
,Malaysia,13-12-20 05:27,82246,411,68084,13751
,Maldives,13-12-20 05:27,13348,48,12659,641
,Mali,13-12-20 05:27,5721,189,3566,1966
,Malta,13-12-20 05:27,11101,166,9079,1856
,Marshall Islands,13-12-20 05:27,4,0,4,0
,Mauritania,13-12-20 05:27,10780,222,8022,2536
,Mauritius,13-12-20 05:27,515,10,478,27
Aguascalientes,Mexico,13-12-20 05:27,15438,1218,0,14220
Baja California,Mexico,13-12-20 05:27,29616,4751,0,24865
Baja California Sur,Mexico,13-12-20 05:27,15626,709,0,14917
Campeche,Mexico,13-12-20 05:27,6960,946,0,6014
Chiapas,Mexico,13-12-20 05:27,7914,1177,0,6737
Chihuahua,Mexico,13-12-20 05:27,33210,4072,0,29138
Ciudad de Mexico,Mexico,13-12-20 05:27,259553,14611,0,244942
Coahuila,Mexico,13-12-20 05:27,44875,3728,0,41147
Colima,Mexico,13-12-20 05:27,7505,771,0,6734
Durango,Mexico,13-12-20 05:27,23217,1390,0,21827
Guanajuato,Mexico,13-12-20 05:27,71581,4508,0,67073
Guerrero,Mexico,13-12-20 05:27,24588,2569,0,22019
Hidalgo,Mexico,13-12-20 05:27,21129,2969,0,18160
Jalisco,Mexico,13-12-20 05:27,45499,5218,0,40281
Mexico,Mexico,13-12-20 05:27,124094,16682,0,107412
Michoacan,Mexico,13-12-20 05:27,30145,2481,0,27664
Morelos,Mexico,13-12-20 05:27,8575,1348,0,7227
Nayarit,Mexico,13-12-20 05:27,7472,998,0,6474
Nuevo Leon,Mexico,13-12-20 05:27,73077,4805,0,68272
Oaxaca,Mexico,13-12-20 05:27,25959,2006,0,23953
Puebla,Mexico,13-12-20 05:27,42447,5337,0,37110
Queretaro,Mexico,13-12-20 05:27,26536,1626,0,24910
Quintana Roo,Mexico,13-12-20 05:27,14977,1974,0,13003
San Luis Potosi,Mexico,13-12-20 05:27,37032,2779,0,34253
Sinaloa,Mexico,13-12-20 05:27,25365,4089,0,21276
Sonora,Mexico,13-12-20 05:27,47008,3686,0,43322
Tabasco,Mexico,13-12-20 05:27,39767,3098,0,36669
Tamaulipas,Mexico,13-12-20 05:27,37183,3108,0,34075
Tlaxcala,Mexico,13-12-20 05:27,9902,1311,0,8591
Unknown,Mexico,13-12-20 05:27,0,0,911965,-911965
Veracruz,Mexico,13-12-20 05:27,41101,6100,0,35001
Yucatan,Mexico,13-12-20 05:27,25073,2086,0,22987
Zacatecas,Mexico,13-12-20 05:27,19012,1553,0,17459
,Moldova,13-12-20 05:27,125723,2547,107733,15443
,Monaco,13-12-20 05:27,668,3,596,69
,Mongolia,13-12-20 05:27,907,0,384,523
,Montenegro,13-12-20 05:27,40948,578,29614,10756
,Morocco,13-12-20 05:27,397597,6589,353098,37910
,Mozambique,13-12-20 05:27,16812,140,14795,1877
,Namibia,13-12-20 05:27,16269,160,14582,1527
,Nepal,13-12-20 05:27,247593,1689,234231,11673
Aruba,Netherlands,13-12-20 05:27,5044,46,4890,108
"Bonaire, Sint Eustatius and Saba",Netherlands,13-12-20 05:27,175,3,165,7
Curacao,Netherlands,13-12-20 05:27,3576,10,1708,1858
Drenthe,Netherlands,13-12-20 05:27,8957,117,0,8840
Flevoland,Netherlands,13-12-20 05:27,13515,149,0,13366
Friesland,Netherlands,13-12-20 05:27,10294,145,0,10149
Gelderland,Netherlands,13-12-20 05:27,62098,1125,0,60973
Groningen,Netherlands,13-12-20 05:27,10293,58,0,10235
Limburg,Netherlands,13-12-20 05:27,31194,925,0,30269
Noord-Brabant,Netherlands,13-12-20 05:27,96028,2143,0,93885
Noord-Holland,Netherlands,13-12-20 05:27,106914,1388,0,105526
Overijssel,Netherlands,13-12-20 05:27,37243,575,0,36668
Sint Maarten,Netherlands,13-12-20 05:27,1232,26,1075,131
Unknown,Netherlands,13-12-20 05:27,3186,32,0,3154
Utrecht,Netherlands,13-12-20 05:27,51279,748,0,50531
Zeeland,Netherlands,13-12-20 05:27,7435,105,0,7330
Zuid-Holland,Netherlands,13-12-20 05:27,165167,2509,0,162658
,New Zealand,13-12-20 05:27,2096,25,2015,56
,Nicaragua,13-12-20 05:27,5887,162,4225,1500
,Niger,13-12-20 05:27,2199,80,1276,843
,Nigeria,13-12-20 05:27,72757,1194,65850,5713
,North Macedonia,13-12-20 05:27,73025,2096,48726,22203
,Norway,13-12-20 05:27,40803,387,17998,22418
,Oman,13-12-20 05:27,125669,1463,117327,6879
Azad Jammu and Kashmir,Pakistan,13-12-20 05:27,7663,191,6156,1316
Balochistan,Pakistan,13-12-20 05:27,17737,175,16997,565
Gilgit-Baltistan,Pakistan,13-12-20 05:27,4783,99,4559,125
Islamabad,Pakistan,13-12-20 05:27,34579,368,28020,6191
Khyber Pakhtunkhwa,Pakistan,13-12-20 05:27,52092,1463,45866,4763
Punjab,Pakistan,13-12-20 05:27,127212,3351,114910,8951
Sindh,Pakistan,13-12-20 05:27,194359,3149,166492,24718
,Panama,13-12-20 05:27,190585,3331,160641,26613
,Papua New Guinea,13-12-20 05:27,720,8,601,111
,Paraguay,13-12-20 05:27,92913,1937,65852,25124
Amazonas,Peru,13-12-20 05:27,18180,245,0,17935
Ancash,Peru,13-12-20 05:27,29356,1454,0,27902
Apurimac,Peru,13-12-20 05:27,6866,145,0,6721
Arequipa,Peru,13-12-20 05:27,46982,1554,0,45428
Ayacucho,Peru,13-12-20 05:27,14825,362,0,14463
