Province_State,Country_Region,Last_Update,Confirmed,Deaths,Recovered,Active
Colorado,US,13-12-20 05:27,838,6,0,832
Colorado,US,13-12-20 05:27,25,0,0,25
Colorado,US,13-12-20 05:27,298,9,0,289
Colorado,US,13-12-20 05:27,17039,237,0,16802
Colorado,US,13-12-20 05:27,433,3,0,430
Connecticut,US,13-12-20 05:27,46615,1588,0,45027
Connecticut,US,13-12-20 05:27,35878,1686,0,34192
Connecticut,US,13-12-20 05:27,5796,186,0,5610
Connecticut,US,13-12-20 05:27,4733,216,0,4517
Connecticut,US,13-12-20 05:27,37836,1360,0,36476
Connecticut,US,13-12-20 05:27,7684,195,0,7489
Connecticut,US,13-12-20 05:27,3737,89,0,3648
Connecticut,US,13-12-20 05:27,1055,1,0,1054
Connecticut,US,13-12-20 05:27,3427,42,0,3385
Delaware,US,13-12-20 05:27,6903,142,0,6761
Delaware,US,13-12-20 05:27,25771,402,0,25369
Delaware,US,13-12-20 05:27,12108,271,0,11837
Delaware,US,13-12-20 05:27,94,0,0,94
Diamond Princess,US,04-08-20 02:27,49,0,0,49
District of Columbia,US,13-12-20 05:27,24643,713,0,23930
Florida,US,13-12-20 05:27,13971,106,0,13865
Florida,US,13-12-20 05:27,2179,34,0,2145
Florida,US,13-12-20 05:27,9665,180,0,9485
Florida,US,13-12-20 05:27,1555,22,0,1533
Florida,US,13-12-20 05:27,17631,477,0,17154
Florida,US,13-12-20 05:27,119429,1730,0,117699
Florida,US,13-12-20 05:27,983,23,0,960
Florida,US,13-12-20 05:27,6004,209,0,5795
Florida,US,13-12-20 05:27,5469,204,0,5265
Florida,US,13-12-20 05:27,9057,166,0,8891
Florida,US,13-12-20 05:27,19854,308,0,19546
Florida,US,13-12-20 05:27,5108,104,0,5004
Florida,US,13-12-20 05:27,2593,45,0,2548
Florida,US,13-12-20 05:27,999,11,0,988
Florida,US,13-12-20 05:27,49697,678,0,49019
Florida,US,13-12-20 05:27,18616,332,0,18284
Florida,US,13-12-20 05:27,3024,46,0,2978
Florida,US,13-12-20 05:27,848,4,0,844
Florida,US,13-12-20 05:27,3501,58,0,3443
Florida,US,13-12-20 05:27,856,20,0,836
Florida,US,13-12-20 05:27,713,11,0,702
Florida,US,13-12-20 05:27,1137,24,0,1113
Florida,US,13-12-20 05:27,1051,12,0,1039
Florida,US,13-12-20 05:27,1863,20,0,1843
Florida,US,13-12-20 05:27,2751,45,0,2706
Florida,US,13-12-20 05:27,5895,244,0,5651
Florida,US,13-12-20 05:27,4261,181,0,4080
Florida,US,13-12-20 05:27,64999,985,0,64014
Florida,US,13-12-20 05:27,1314,17,0,1297
Florida,US,13-12-20 05:27,5504,147,0,5357
Florida,US,13-12-20 05:27,4129,102,0,4027
Florida,US,13-12-20 05:27,833,12,0,821
Florida,US,13-12-20 05:27,1383,20,0,1363
Florida,US,13-12-20 05:27,12136,270,0,11866
Florida,US,13-12-20 05:27,34177,613,0,33564
Florida,US,13-12-20 05:27,16747,158,0,16589
Florida,US,13-12-20 05:27,1572,16,0,1556
Florida,US,13-12-20 05:27,645,14,0,631
Florida,US,13-12-20 05:27,1401,29,0,1372
Florida,US,13-12-20 05:27,18720,396,0,18324
Florida,US,13-12-20 05:27,14744,421,0,14323
Florida,US,13-12-20 05:27,6808,186,0,6622
Florida,US,13-12-20 05:27,255462,3965,0,251497
Florida,US,13-12-20 05:27,3797,28,0,3769
Florida,US,13-12-20 05:27,3684,62,0,3622
Florida,US,13-12-20 05:27,10647,185,0,10462
Florida,US,13-12-20 05:27,2166,47,0,2119
Florida,US,13-12-20 05:27,63281,679,0,62602
Florida,US,13-12-20 05:27,21268,268,0,21000
Florida,US,13-12-20 05:27,72247,1766,0,70481
Florida,US,13-12-20 05:27,17578,312,0,17266
Florida,US,13-12-20 05:27,37387,945,0,36442
Florida,US,13-12-20 05:27,30967,722,0,30245
Florida,US,13-12-20 05:27,3197,62,0,3135
Florida,US,13-12-20 05:27,8761,110,0,8651
Florida,US,13-12-20 05:27,15659,427,0,15232
Florida,US,13-12-20 05:27,15175,296,0,14879
Florida,US,13-12-20 05:27,10215,105,0,10110
Florida,US,13-12-20 05:27,11989,377,0,11612
Florida,US,13-12-20 05:27,3987,102,0,3885
Florida,US,13-12-20 05:27,3521,87,0,3434
Florida,US,13-12-20 05:27,1748,23,0,1725
Florida,US,13-12-20 05:27,3121,0,0,3121
Florida,US,13-12-20 05:27,1302,61,0,1241
Florida,US,13-12-20 05:27,18419,389,0,18030
Florida,US,13-12-20 05:27,1787,18,0,1769
Florida,US,13-12-20 05:27,4142,40,0,4102
Florida,US,13-12-20 05:27,1644,29,0,1615
Georgia,US,13-12-20 05:27,1413,42,0,1371
Georgia,US,13-12-20 05:27,646,9,0,637
Georgia,US,13-12-20 05:27,817,24,0,793
Georgia,US,13-12-20 05:27,140,6,0,134
Georgia,US,13-12-20 05:27,2829,74,0,2755
Georgia,US,13-12-20 05:27,965,13,0,952
Georgia,US,13-12-20 05:27,4090,60,0,4030
Georgia,US,13-12-20 05:27,6130,111,0,6019
Georgia,US,13-12-20 05:27,1198,40,0,1158
Georgia,US,13-12-20 05:27,836,29,0,807
Georgia,US,13-12-20 05:27,8494,248,0,8246
Georgia,US,13-12-20 05:27,771,33,0,738
Georgia,US,13-12-20 05:27,884,19,0,865
Georgia,US,13-12-20 05:27,822,30,0,792
Georgia,US,13-12-20 05:27,1637,18,0,1619
Georgia,US,13-12-20 05:27,3951,56,0,3895
Georgia,US,13-12-20 05:27,1367,16,0,1351
Georgia,US,13-12-20 05:27,1289,47,0,1242
Georgia,US,13-12-20 05:27,345,11,0,334
Georgia,US,13-12-20 05:27,2067,21,0,2046
Georgia,US,13-12-20 05:27,626,35,0,591
Georgia,US,13-12-20 05:27,6481,103,0,6378
Georgia,US,13-12-20 05:27,2570,35,0,2535
Georgia,US,13-12-20 05:27,882,19,0,863
Georgia,US,13-12-20 05:27,11787,220,0,11567
Georgia,US,13-12-20 05:27,2130,3,0,2127
Georgia,US,13-12-20 05:27,1454,39,0,1415
Georgia,US,13-12-20 05:27,12490,119,0,12371
Georgia,US,13-12-20 05:27,8805,58,0,8747
Georgia,US,13-12-20 05:27,157,3,0,154
Georgia,US,13-12-20 05:27,11936,212,0,11724
Georgia,US,13-12-20 05:27,551,14,0,537
Georgia,US,13-12-20 05:27,34687,532,0,34155
Georgia,US,13-12-20 05:27,3398,81,0,3317
Georgia,US,13-12-20 05:27,2791,52,0,2739
Georgia,US,13-12-20 05:27,7692,90,0,7602
Georgia,US,13-12-20 05:27,1014,20,0,994
Georgia,US,13-12-20 05:27,6473,77,0,6396
Georgia,US,13-12-20 05:27,297,8,0,289
Georgia,US,13-12-20 05:27,1100,36,0,1064
Georgia,US,13-12-20 05:27,631,8,0,623
Georgia,US,13-12-20 05:27,1388,11,0,1377
Georgia,US,13-12-20 05:27,31421,492,0,30929
Georgia,US,13-12-20 05:27,1739,47,0,1692
Georgia,US,13-12-20 05:27,1162,56,0,1106
Georgia,US,13-12-20 05:27,561,23,0,538
Georgia,US,13-12-20 05:27,4143,206,0,3937
Georgia,US,13-12-20 05:27,6676,102,0,6574
Georgia,US,13-12-20 05:27,735,38,0,697
Georgia,US,13-12-20 05:27,322,3,0,319
Georgia,US,13-12-20 05:27,2329,34,0,2295
Georgia,US,13-12-20 05:27,1360,31,0,1329
Georgia,US,13-12-20 05:27,1528,49,0,1479
Georgia,US,13-12-20 05:27,575,13,0,562
Georgia,US,13-12-20 05:27,1171,38,0,1133
Georgia,US,13-12-20 05:27,3865,66,0,3799
Georgia,US,13-12-20 05:27,6409,102,0,6307
Georgia,US,13-12-20 05:27,8289,68,0,8221
Georgia,US,13-12-20 05:27,1425,25,0,1400
Georgia,US,13-12-20 05:27,46499,748,0,45751
Georgia,US,13-12-20 05:27,1472,33,0,1439
Georgia,US,13-12-20 05:27,106,2,0,104
Georgia,US,13-12-20 05:27,4575,128,0,4447
Georgia,US,13-12-20 05:27,3977,60,0,3917
Georgia,US,13-12-20 05:27,1098,31,0,1067
Georgia,US,13-12-20 05:27,827,28,0,799
Georgia,US,13-12-20 05:27,46030,564,0,45466
Georgia,US,13-12-20 05:27,2797,84,0,2713
Georgia,US,13-12-20 05:27,14716,209,0,14507
Georgia,US,13-12-20 05:27,549,46,0,503
Georgia,US,13-12-20 05:27,1536,31,0,1505
Georgia,US,13-12-20 05:27,1151,28,0,1123
Georgia,US,13-12-20 05:27,1087,30,0,1057
Georgia,US,13-12-20 05:27,493,8,0,485
Georgia,US,13-12-20 05:27,10311,146,0,10165
Georgia,US,13-12-20 05:27,5761,113,0,5648
Georgia,US,13-12-20 05:27,500,15,0,485
Georgia,US,13-12-20 05:27,4151,62,0,4089
Georgia,US,13-12-20 05:27,612,7,0,605
Georgia,US,13-12-20 05:27,1045,34,0,1011
Georgia,US,13-12-20 05:27,1105,40,0,1065
Georgia,US,13-12-20 05:27,510,34,0,476
Georgia,US,13-12-20 05:27,560,32,0,528
Georgia,US,13-12-20 05:27,899,24,0,875
Georgia,US,13-12-20 05:27,849,29,0,820
Georgia,US,13-12-20 05:27,425,10,0,415
Georgia,US,13-12-20 05:27,2924,120,0,2804
Georgia,US,13-12-20 05:27,1165,33,0,1132
Georgia,US,13-12-20 05:27,1705,31,0,1674
Georgia,US,13-12-20 05:27,362,11,0,351
Georgia,US,13-12-20 05:27,376,5,0,371
Georgia,US,13-12-20 05:27,7159,132,0,7027
Georgia,US,13-12-20 05:27,1521,20,0,1501
Georgia,US,13-12-20 05:27,391,16,0,375
Georgia,US,13-12-20 05:27,1409,21,0,1388
Georgia,US,13-12-20 05:27,261,10,0,251
Georgia,US,13-12-20 05:27,1089,23,0,1066
Georgia,US,13-12-20 05:27,436,9,0,427
Georgia,US,13-12-20 05:27,884,19,0,865
Georgia,US,13-12-20 05:27,443,3,0,440
Georgia,US,13-12-20 05:27,1111,52,0,1059
Georgia,US,13-12-20 05:27,1226,61,0,1165
Georgia,US,13-12-20 05:27,455,10,0,445
Georgia,US,13-12-20 05:27,917,8,0,909
Georgia,US,13-12-20 05:27,2270,32,0,2238
Georgia,US,13-12-20 05:27,8065,202,0,7863
Georgia,US,13-12-20 05:27,4602,112,0,4490
Georgia,US,13-12-20 05:27,1603,37,0,1566
Georgia,US,13-12-20 05:27,644,14,0,630
Georgia,US,13-12-20 05:27,20550,296,0,20254
Georgia,US,13-12-20 05:27,6263,91,0,6172
Georgia,US,13-12-20 05:27,1249,29,0,1220
Georgia,US,13-12-20 05:27,1353,18,0,1335
Georgia,US,13-12-20 05:27,1302,31,0,1271
Georgia,US,13-12-20 05:27,946,17,0,929
Georgia,US,13-12-20 05:27,2781,38,0,2743
Georgia,US,13-12-20 05:27,500,30,0,470
Georgia,US,13-12-20 05:27,1096,31,0,1065
Georgia,US,13-12-20 05:27,88,1,0,87
Georgia,US,13-12-20 05:27,787,14,0,773
Georgia,US,13-12-20 05:27,375,31,0,344
Georgia,US,13-12-20 05:27,11987,234,0,11753
Georgia,US,13-12-20 05:27,3212,65,0,3147
Georgia,US,13-12-20 05:27,190,2,0,188
Georgia,US,13-12-20 05:27,517,15,0,502
Georgia,US,13-12-20 05:27,588,12,0,576
Georgia,US,13-12-20 05:27,2748,90,0,2658
Georgia,US,13-12-20 05:27,1789,49,0,1740
Georgia,US,13-12-20 05:27,645,17,0,628
Georgia,US,13-12-20 05:27,1439,72,0,1367
Georgia,US,13-12-20 05:27,249,8,0,241
Georgia,US,13-12-20 05:27,46,0,0,46
Georgia,US,13-12-20 05:27,1246,34,0,1212
Georgia,US,13-12-20 05:27,445,13,0,432
Georgia,US,13-12-20 05:27,688,33,0,655
Georgia,US,13-12-20 05:27,486,34,0,452
Georgia,US,13-12-20 05:27,2216,83,0,2133
Georgia,US,13-12-20 05:27,2944,79,0,2865
Georgia,US,13-12-20 05:27,1826,70,0,1756
Georgia,US,13-12-20 05:27,658,35,0,623
Georgia,US,13-12-20 05:27,396,15,0,381
Georgia,US,13-12-20 05:27,4303,126,0,4177
Georgia,US,13-12-20 05:27,506,25,0,481
Georgia,US,13-12-20 05:27,292,19,0,273
Georgia,US,13-12-20 05:27,3017,2,0,3015
Georgia,US,13-12-20 05:27,1214,40,0,1174
Georgia,US,13-12-20 05:27,1677,80,0,1597
Georgia,US,13-12-20 05:27,3181,56,0,3125
Georgia,US,13-12-20 05:27,3980,85,0,3895
Georgia,US,13-12-20 05:27,2764,81,0,2683
Georgia,US,13-12-20 05:27,241,8,0,233
Georgia,US,13-12-20 05:27,1216,40,0,1176
Georgia,US,13-12-20 05:27,1782,49,0,1733
Georgia,US,13-12-20 05:27,66,2,0,64
Georgia,US,13-12-20 05:27,432,19,0,413
Georgia,US,13-12-20 05:27,1597,28,0,1569
Georgia,US,13-12-20 05:27,9428,100,0,9328
Georgia,US,13-12-20 05:27,440,29,0,411
Georgia,US,13-12-20 05:27,518,10,0,508
Georgia,US,13-12-20 05:27,504,18,0,486
Georgia,US,13-12-20 05:27,877,39,0,838
Grand Princess,US,04-08-20 02:27,103,3,0,100
Guam,US,13-12-20 05:27,7079,115,0,6964
Hawaii,US,13-12-20 05:27,1725,43,0,1682
Hawaii,US,13-12-20 05:27,16335,208,0,16127
Hawaii,US,13-12-20 05:27,131,1,0,130
Hawaii,US,13-12-20 05:27,1034,17,0,1017
Hawaii,US,13-12-20 05:27,286,2,0,284
Hawaii,US,13-12-20 05:27,0,0,0,0
Idaho,US,13-12-20 05:27,31070,285,0,30785
Idaho,US,13-12-20 05:27,133,3,0,130
Idaho,US,13-12-20 05:27,5543,44,0,5499
Idaho,US,13-12-20 05:27,229,2,0,227
Idaho,US,13-12-20 05:27,325,4,0,321
Idaho,US,13-12-20 05:27,3246,33,0,3213
Idaho,US,13-12-20 05:27,1471,9,0,1462
Idaho,US,13-12-20 05:27,199,2,0,197
Idaho,US,13-12-20 05:27,1384,10,0,1374
Idaho,US,13-12-20 05:27,9116,89,0,9027
Idaho,US,13-12-20 05:27,431,5,0,426
Idaho,US,13-12-20 05:27,144,0,0,144
Idaho,US,13-12-20 05:27,56,0,0,56
Idaho,US,13-12-20 05:27,17970,176,0,17794
Idaho,US,13-12-20 05:27,472,11,0,461
Idaho,US,13-12-20 05:27,2365,20,0,2345
Idaho,US,13-12-20 05:27,52,0,0,52
Idaho,US,13-12-20 05:27,731,3,0,728
Idaho,US,13-12-20 05:27,178,1,0,177
Idaho,US,13-12-20 05:27,1083,7,0,1076
Idaho,US,13-12-20 05:27,814,7,0,807
Idaho,US,13-12-20 05:27,821,12,0,809
Idaho,US,13-12-20 05:27,1241,11,0,1230
Idaho,US,13-12-20 05:27,1075,14,0,1061
Idaho,US,13-12-20 05:27,876,15,0,861
Idaho,US,13-12-20 05:27,1844,11,0,1833
Idaho,US,13-12-20 05:27,2083,15,0,2068
Idaho,US,13-12-20 05:27,9937,100,0,9837
Idaho,US,13-12-20 05:27,1957,3,0,1954
Idaho,US,13-12-20 05:27,444,8,0,436
Idaho,US,13-12-20 05:27,293,4,0,289
Idaho,US,13-12-20 05:27,404,8,0,396
Idaho,US,13-12-20 05:27,4876,10,0,4866
Idaho,US,13-12-20 05:27,1883,21,0,1862
Idaho,US,13-12-20 05:27,2667,40,0,2627
Idaho,US,13-12-20 05:27,219,0,0,219
Idaho,US,13-12-20 05:27,798,18,0,780
Idaho,US,13-12-20 05:27,1837,19,0,1818
Idaho,US,13-12-20 05:27,508,4,0,504
Idaho,US,13-12-20 05:27,648,23,0,625
Idaho,US,13-12-20 05:27,622,2,0,620
Idaho,US,13-12-20 05:27,7410,105,0,7305
Idaho,US,13-12-20 05:27,5,0,0,5
Idaho,US,13-12-20 05:27,318,1,0,317
Idaho,US,13-12-20 05:27,854,14,0,840
Illinois,US,13-12-20 05:27,5410,63,0,5347
Illinois,US,13-12-20 05:27,304,5,0,299
Illinois,US,13-12-20 05:27,1295,15,0,1280
Illinois,US,13-12-20 05:27,4462,53,0,4409
Illinois,US,13-12-20 05:27,379,8,0,371
Illinois,US,13-12-20 05:27,2474,62,0,2412
Illinois,US,13-12-20 05:27,335,1,0,334
Illinois,US,13-12-20 05:27,1216,28,0,1188
Illinois,US,13-12-20 05:27,1303,26,0,1277
Illinois,US,13-12-20 05:27,12327,74,0,12253
Illinois,US,13-12-20 05:27,2230,51,0,2179
Illinois,US,13-12-20 05:27,964,22,0,942
Illinois,US,13-12-20 05:27,1075,26,0,1049
Illinois,US,13-12-20 05:27,3878,72,0,3806
Illinois,US,13-12-20 05:27,3747,66,0,3681
Illinois,US,13-12-20 05:27,349461,7319,0,342142
Illinois,US,13-12-20 05:27,1344,20,0,1324
Illinois,US,13-12-20 05:27,781,21,0,760
Illinois,US,13-12-20 05:27,751,20,0,731
Illinois,US,13-12-20 05:27,5829,60,0,5769
Illinois,US,13-12-20 05:27,1587,20,0,1567
Illinois,US,13-12-20 05:27,54080,895,0,53185
Illinois,US,13-12-20 05:27,1082,23,0,1059
Illinois,US,13-12-20 05:27,305,4,0,301
Illinois,US,13-12-20 05:27,3362,43,0,3319
Illinois,US,13-12-20 05:27,2257,40,0,2217
Illinois,US,13-12-20 05:27,988,28,0,960
Illinois,US,13-12-20 05:27,2572,38,0,2534
Illinois,US,13-12-20 05:27,1857,20,0,1837
Illinois,US,13-12-20 05:27,242,4,0,238
Illinois,US,13-12-20 05:27,989,37,0,952
Illinois,US,13-12-20 05:27,3385,33,0,3352
Illinois,US,13-12-20 05:27,465,8,0,457
Illinois,US,13-12-20 05:27,1136,17,0,1119
Illinois,US,13-12-20 05:27,175,4,0,171
Illinois,US,13-12-20 05:27,354,5,0,349
Illinois,US,13-12-20 05:27,3244,37,0,3207
Illinois,US,13-12-20 05:27,2050,42,0,2008
Illinois,US,13-12-20 05:27,3166,44,0,3122
Illinois,US,13-12-20 05:27,788,13,0,775
Illinois,US,13-12-20 05:27,2348,66,0,2282
Illinois,US,13-12-20 05:27,1612,28,0,1584
Illinois,US,13-12-20 05:27,1237,23,0,1214
Illinois,US,13-12-20 05:27,862,12,0,850
Illinois,US,13-12-20 05:27,36498,528,0,35970
Illinois,US,13-12-20 05:27,9769,133,0,9636
Illinois,US,13-12-20 05:27,7308,65,0,7243
Illinois,US,13-12-20 05:27,3389,95,0,3294
Illinois,US,13-12-20 05:27,7364,176,0,7188
Illinois,US,13-12-20 05:27,42727,712,0,42015
Illinois,US,13-12-20 05:27,1414,20,0,1394
Illinois,US,13-12-20 05:27,2329,54,0,2275
Illinois,US,13-12-20 05:27,2723,49,0,2674
Illinois,US,13-12-20 05:27,2350,39,0,2311
Illinois,US,13-12-20 05:27,7295,158,0,7137
Illinois,US,13-12-20 05:27,2758,43,0,2715
Illinois,US,13-12-20 05:27,17482,325,0,17157
Illinois,US,13-12-20 05:27,3016,85,0,2931
Illinois,US,13-12-20 05:27,493,7,0,486
Illinois,US,13-12-20 05:27,857,30,0,827
Illinois,US,13-12-20 05:27,757,14,0,743
Illinois,US,13-12-20 05:27,1762,45,0,1717
Illinois,US,13-12-20 05:27,16388,182,0,16206
Illinois,US,13-12-20 05:27,10009,73,0,9936
Illinois,US,13-12-20 05:27,610,4,0,606
Illinois,US,13-12-20 05:27,917,20,0,897
Illinois,US,13-12-20 05:27,2545,54,0,2491
Illinois,US,13-12-20 05:27,1449,19,0,1430
Illinois,US,13-12-20 05:27,2629,67,0,2562
Illinois,US,13-12-20 05:27,1075,17,0,1058
Illinois,US,13-12-20 05:27,3453,51,0,3402
Illinois,US,13-12-20 05:27,15,0,0,15
Illinois,US,13-12-20 05:27,11087,161,0,10926
Illinois,US,13-12-20 05:27,1418,39,0,1379
Illinois,US,13-12-20 05:27,897,5,0,892
Illinois,US,13-12-20 05:27,1177,34,0,1143
Illinois,US,13-12-20 05:27,144,1,0,143
Illinois,US,13-12-20 05:27,491,2,0,489
Illinois,US,13-12-20 05:27,290,0,0,290
Illinois,US,13-12-20 05:27,2769,29,0,2740
Illinois,US,13-12-20 05:27,1045,22,0,1023
Illinois,US,13-12-20 05:27,9805,198,0,9607
Illinois,US,13-12-20 05:27,1360,32,0,1328
Illinois,US,13-12-20 05:27,11807,141,0,11666
Illinois,US,13-12-20 05:27,480,4,0,476
Illinois,US,13-12-20 05:27,276,1,0,275
Illinois,US,13-12-20 05:27,1605,31,0,1574
Illinois,US,13-12-20 05:27,16142,306,0,15836
Illinois,US,13-12-20 05:27,374,7,0,367
Illinois,US,13-12-20 05:27,2858,45,0,2813
Illinois,US,13-12-20 05:27,8489,144,0,8345
Illinois,US,13-12-20 05:27,271,0,0,271
Illinois,US,13-12-20 05:27,1401,29,0,1372
Illinois,US,13-12-20 05:27,4887,73,0,4814
Illinois,US,13-12-20 05:27,825,9,0,816
Illinois,US,13-12-20 05:27,1303,28,0,1275
Illinois,US,13-12-20 05:27,948,8,0,940
Illinois,US,13-12-20 05:27,1112,37,0,1075
Illinois,US,13-12-20 05:27,824,13,0,811
Illinois,US,13-12-20 05:27,4240,149,0,4091
Illinois,US,13-12-20 05:27,45881,668,0,45213
Illinois,US,13-12-20 05:27,4373,99,0,4274
Illinois,US,13-12-20 05:27,21752,319,0,21433
Illinois,US,13-12-20 05:27,2268,36,0,2232
Indiana,US,13-12-20 05:27,2241,28,0,2213
Indiana,US,13-12-20 05:27,23774,387,0,23387
Indiana,US,13-12-20 05:27,4496,70,0,4426
Indiana,US,13-12-20 05:27,607,3,0,604
Indiana,US,13-12-20 05:27,767,19,0,748
Indiana,US,13-12-20 05:27,3427,56,0,3371
Indiana,US,13-12-20 05:27,528,8,0,520
Indiana,US,13-12-20 05:27,1021,14,0,1007
Indiana,US,13-12-20 05:27,3609,34,0,3575
Indiana,US,13-12-20 05:27,6717,92,0,6625
Indiana,US,13-12-20 05:27,1574,27,0,1547
Indiana,US,13-12-20 05:27,2549,28,0,2521
Indiana,US,13-12-20 05:27,464,6,0,458
Indiana,US,13-12-20 05:27,1968,60,0,1908
Indiana,US,13-12-20 05:27,2463,40,0,2423
Indiana,US,13-12-20 05:27,3046,37,0,3009
Indiana,US,13-12-20 05:27,1750,49,0,1701
Indiana,US,13-12-20 05:27,6390,118,0,6272
Indiana,US,13-12-20 05:27,3283,34,0,3249
Indiana,US,13-12-20 05:27,20570,275,0,20295
Indiana,US,13-12-20 05:27,1864,41,0,1823
Indiana,US,13-12-20 05:27,4147,82,0,4065
Indiana,US,13-12-20 05:27,1216,15,0,1201
Indiana,US,13-12-20 05:27,947,28,0,919
Indiana,US,13-12-20 05:27,1148,22,0,1126
Indiana,US,13-12-20 05:27,2534,45,0,2489
Indiana,US,13-12-20 05:27,3980,62,0,3918
Indiana,US,13-12-20 05:27,1497,54,0,1443
Indiana,US,13-12-20 05:27,18629,210,0,18419
Indiana,US,13-12-20 05:27,3962,71,0,3891
Indiana,US,13-12-20 05:27,2008,28,0,1980
Indiana,US,13-12-20 05:27,8831,181,0,8650
Indiana,US,13-12-20 05:27,3307,45,0,3262
Indiana,US,13-12-20 05:27,5241,89,0,5152
Indiana,US,13-12-20 05:27,1878,17,0,1861
Indiana,US,13-12-20 05:27,3154,41,0,3113
Indiana,US,13-12-20 05:27,2024,24,0,2000
Indiana,US,13-12-20 05:27,1345,20,0,1325
Indiana,US,13-12-20 05:27,1664,23,0,1641
Indiana,US,13-12-20 05:27,1373,23,0,1350
Indiana,US,13-12-20 05:27,9346,195,0,9151
Indiana,US,13-12-20 05:27,2485,32,0,2453
Indiana,US,13-12-20 05:27,5854,57,0,5797
Indiana,US,13-12-20 05:27,1793,40,0,1753
Indiana,US,13-12-20 05:27,6051,114,0,5937
Indiana,US,13-12-20 05:27,34357,524,0,33833
Indiana,US,13-12-20 05:27,2488,55,0,2433
Indiana,US,13-12-20 05:27,7036,140,0,6896
Indiana,US,13-12-20 05:27,57178,958,0,56220
Indiana,US,13-12-20 05:27,3922,60,0,3862
Indiana,US,13-12-20 05:27,470,8,0,462
Indiana,US,13-12-20 05:27,2247,22,0,2225
Indiana,US,13-12-20 05:27,6866,68,0,6798
Indiana,US,13-12-20 05:27,2154,33,0,2121
Indiana,US,13-12-20 05:27,3305,53,0,3252
Indiana,US,13-12-20 05:27,709,17,0,692
Indiana,US,13-12-20 05:27,3361,51,0,3310
Indiana,US,13-12-20 05:27,290,7,0,283
Indiana,US,13-12-20 05:27,929,28,0,901
Indiana,US,13-12-20 05:27,984,15,0,969
Indiana,US,13-12-20 05:27,980,7,0,973
Indiana,US,13-12-20 05:27,995,21,0,974
Indiana,US,13-12-20 05:27,695,21,0,674
Indiana,US,13-12-20 05:27,10584,113,0,10471
Indiana,US,13-12-20 05:27,1546,22,0,1524
Indiana,US,13-12-20 05:27,633,24,0,609
Indiana,US,13-12-20 05:27,1838,33,0,1805
Indiana,US,13-12-20 05:27,1636,28,0,1608
Indiana,US,13-12-20 05:27,1994,31,0,1963
Indiana,US,13-12-20 05:27,812,10,0,802
Indiana,US,13-12-20 05:27,1587,30,0,1557
Indiana,US,13-12-20 05:27,2709,67,0,2642
Indiana,US,13-12-20 05:27,1113,10,0,1103
Indiana,US,13-12-20 05:27,21423,283,0,21140
Indiana,US,13-12-20 05:27,1279,29,0,1250
Indiana,US,13-12-20 05:27,2012,16,0,1996
Indiana,US,13-12-20 05:27,1383,21,0,1362
Indiana,US,13-12-20 05:27,378,5,0,373
Indiana,US,13-12-20 05:27,12147,50,0,12097
Indiana,US,13-12-20 05:27,827,29,0,798
Indiana,US,13-12-20 05:27,0,300,0,-300
Indiana,US,13-12-20 05:27,362,2,0,360
Indiana,US,13-12-20 05:27,12430,157,0,12273
Indiana,US,13-12-20 05:27,930,19,0,911
Indiana,US,13-12-20 05:27,7765,124,0,7641
Indiana,US,13-12-20 05:27,2249,29,0,2220
Indiana,US,13-12-20 05:27,370,6,0,364
Indiana,US,13-12-20 05:27,4193,78,0,4115
Indiana,US,13-12-20 05:27,1089,11,0,1078
Indiana,US,13-12-20 05:27,4311,116,0,4195
Indiana,US,13-12-20 05:27,1657,42,0,1615
Indiana,US,13-12-20 05:27,1808,24,0,1784
Indiana,US,13-12-20 05:27,1983,17,0,1966
Iowa,US,13-12-20 05:27,509,16,0,493
Iowa,US,13-12-20 05:27,211,2,0,209
Iowa,US,13-12-20 05:27,1003,18,0,985
Iowa,US,13-12-20 05:27,872,33,0,839
Iowa,US,13-12-20 05:27,327,6,0,321
Iowa,US,13-12-20 05:27,1858,28,0,1830
Iowa,US,13-12-20 05:27,11802,184,0,11618
Iowa,US,13-12-20 05:27,1620,14,0,1606
Iowa,US,13-12-20 05:27,2123,32,0,2091
Iowa,US,13-12-20 05:27,1318,15,0,1303
Iowa,US,13-12-20 05:27,3355,18,0,3337
Iowa,US,13-12-20 05:27,1151,12,0,1139
Iowa,US,13-12-20 05:27,1129,8,0,1121
Iowa,US,13-12-20 05:27,2145,22,0,2123
Iowa,US,13-12-20 05:27,914,35,0,879
Iowa,US,13-12-20 05:27,1237,15,0,1222
Iowa,US,13-12-20 05:27,3978,49,0,3929
Iowa,US,13-12-20 05:27,1081,14,0,1067
Iowa,US,13-12-20 05:27,959,9,0,950
Iowa,US,13-12-20 05:27,546,6,0,540
Iowa,US,13-12-20 05:27,1396,10,0,1386
Iowa,US,13-12-20 05:27,1252,24,0,1228
Iowa,US,13-12-20 05:27,3735,48,0,3687
Iowa,US,13-12-20 05:27,1916,16,0,1900
Iowa,US,13-12-20 05:27,7094,60,0,7034
Iowa,US,13-12-20 05:27,566,12,0,554
Iowa,US,13-12-20 05:27,373,2,0,371
Iowa,US,13-12-20 05:27,1541,26,0,1515
Iowa,US,13-12-20 05:27,3243,26,0,3217
Iowa,US,13-12-20 05:27,1564,12,0,1552
Iowa,US,13-12-20 05:27,9940,123,0,9817
Iowa,US,13-12-20 05:27,873,23,0,850
